table_name,column_name,description
Meetings,recurrenceRule,Text field storing recurrence pattern rule, can be NULL.
Meetings,recurrenceEndDate,Timestamp when recurrence ends, can be NULL.
Meetings,reminderMinutes,Longtext field storing reminder minutes settings, can be NULL.
Meetings,meetingUrl,URL for virtual meeting access, can be NULL.
Meetings,organizerEmail,Email address of the meeting organizer.
Meetings,organizerName,Name of the meeting organizer.
Meetings,icsUid,Unique identifier for iCalendar feed, can be NULL.
Meetings,sendInvites,Boolean flag whether to send invitation emails, defaults to 1.
Meetings,lastSentAt,Timestamp when the last invitation was sent, can be NULL.
Meetings,cancelledAt,Timestamp when the meeting was cancelled, can be NULL.
Meetings,cancelledBy,Numeric identifier of the user who cancelled the meeting, can be NULL.
Meetings,cancellationReason,Text reason for cancellation, can be NULL.
Meetings,externalAttendees,Longtext field listing external attendees, can be NULL.
Meetings,meetingNotes,Text notes from the meeting, can be NULL.
Meetings,followUpRequired,Boolean flag whether follow-up is required, defaults to 0.
Meetings,masterUserID,Numeric identifier of the user who owns this meeting.
Meetings,createdAt,Timestamp when this record was created.
Meetings,updatedAt,Timestamp when this record was last modified.
MergeMaps,id,Unique numeric primary key for merge map record.
MergeMaps,entity_type,"Enum value indicating entity type: deal or lead."
MergeMaps,merged_from_id,Numeric identifier of the source entity that was merged from.
MergeMaps,merged_into_id,Numeric identifier of the destination entity that was merged into.
MergeMaps,merged_by,Numeric identifier of the user who performed the merge.
MergeMaps,reason,Reason for the merge, can be NULL.
MergeMaps,created_at,Timestamp when this record was created.
MiscSettings,id,Unique numeric primary key for miscellaneous settings.
MiscSettings,maxImageSizeMB,Maximum allowed image size in megabytes, defaults to 5.
MiscSettings,allowedImageTypes,"Comma-separated list of allowed image extensions, defaults to 'jpg,jpeg,png,gif'."
MiscSettings,createdAt,Timestamp when this record was created.
MiscSettings,updatedAt,Timestamp when this record was last modified.
NotificationPreferences,preferenceId,Unique numeric primary key for notification preferences.
NotificationPreferences,userId,Numeric identifier of the user these preferences belong to.
NotificationPreferences,inAppEnabled,Boolean flag whether in-app notifications are enabled, defaults to 1.
NotificationPreferences,inAppDealCreated,Boolean flag for in-app deal created notifications, defaults to 1.
NotificationPreferences,inAppDealUpdated,Boolean flag for in-app deal updated notifications, defaults to 1.
NotificationPreferences,inAppDealAssigned,Boolean flag for in-app deal assigned notifications, defaults to 1.
NotificationPreferences,inAppDealWon,Boolean flag for in-app deal won notifications, defaults to 1.
NotificationPreferences,inAppDealLost,Boolean flag for in-app deal lost notifications, defaults to 1.
NotificationPreferences,inAppLeadCreated,Boolean flag for in-app lead created notifications, defaults to 1.
NotificationPreferences,inAppLeadAssigned,Boolean flag for in-app lead assigned notifications, defaults to 1.
NotificationPreferences,inAppActivityCreated,Boolean flag for in-app activity created notifications, defaults to 1.
NotificationPreferences,inAppActivityAssigned,Boolean flag for in-app activity assigned notifications, defaults to 1.
NotificationPreferences,inAppActivityDue,Boolean flag for in-app activity due notifications, defaults to 1.
NotificationPreferences,inAppEmailReceived,Boolean flag for in-app email received notifications, defaults to 1.
NotificationPreferences,inAppMention,Boolean flag for in-app mention notifications, defaults to 1.
NotificationPreferences,inAppComment,Boolean flag for in-app comment notifications, defaults to 1.
NotificationPreferences,pushEnabled,Boolean flag whether push notifications are enabled, defaults to 0.
NotificationPreferences,pushDealCreated,Boolean flag for push deal created notifications, defaults to 0.
NotificationPreferences,pushDealAssigned,Boolean flag for push deal assigned notifications, defaults to 1.
NotificationPreferences,pushDealWon,Boolean flag for push deal won notifications, defaults to 1.
NotificationPreferences,pushActivityAssigned,Boolean flag for push activity assigned notifications, defaults to 1.
NotificationPreferences,pushActivityDue,Boolean flag for push activity due notifications, defaults to 1.
NotificationPreferences,pushEmailReceived,Boolean flag for push email received notifications, defaults to 0.
NotificationPreferences,pushMention,Boolean flag for push mention notifications, defaults to 1.
NotificationPreferences,emailEnabled,Boolean flag whether email notifications are enabled, defaults to 1.
NotificationPreferences,emailDigestFrequency,"Enum value for email digest frequency: none, immediate, daily, or weekly, defaults to 'daily'."
NotificationPreferences,emailDealAssigned,Boolean flag for email deal assigned notifications, defaults to 1.
NotificationPreferences,emailActivityDue,Boolean flag for email activity due notifications, defaults to 1.
NotificationPreferences,emailMention,Boolean flag for email mention notifications, defaults to 1.
NotificationPreferences,groupSimilarNotifications,Boolean flag whether to group similar notifications, defaults to 1.
NotificationPreferences,muteUntil,Timestamp until which notifications are muted, can be NULL.
NotificationPreferences,quietHoursStart,Time string when quiet hours start, can be NULL.
NotificationPreferences,quietHoursEnd,Time string when quiet hours end, can be NULL.
NotificationPreferences,createdAt,Timestamp when this record was created.
NotificationPreferences,updatedAt,Timestamp when this record was last modified.
Notifications,notificationId,Unique numeric primary key for notification record.
Notifications,userId,Numeric identifier of the user this notification is for.
Notifications,type,"Enum value indicating notification type, such as deal_created, lead_assigned, activity_due, etc."
Notifications,title,Title of the notification.
Notifications,message,Text content of the notification.
Notifications,isRead,Boolean flag whether the notification has been read, defaults to 0.
Notifications,priority,"Enum value for priority level: low, medium, high, or urgent, defaults to 'medium'."
Notifications,entityType,"Enum value indicating linked entity type, such as deal, lead, activity, email, contact, organization, goal, report, or system, can be NULL."
Notifications,entityId,Numeric identifier of the linked entity, can be NULL.
Notifications,actionUrl,URL for action related to this notification, can be NULL.
Notifications,actionBy,Numeric identifier of the user who triggered this notification, can be NULL.
Notifications,metadata,Longtext field storing additional notification metadata, can be NULL.
Notifications,readAt,Timestamp when the notification was read, can be NULL.
Notifications,expiresAt,Timestamp when the notification expires, can be NULL.
Notifications,isDeleted,Boolean flag whether the notification is deleted, defaults to 0.
Notifications,deletedAt,Timestamp when the notification was deleted, can be NULL.
Notifications,createdAt,Timestamp when this record was created.
Notifications,updatedAt,Timestamp when this record was last modified.
OrganizationColumnPreferences,id,Unique numeric primary key.
OrganizationColumnPreferences,masterUserID,Numeric user identifier who owns these column preferences, can be NULL.
OrganizationColumnPreferences,columns,Longtext field storing column visibility and display order preferences.
OrganizationColumnPreferences,createdAt,Timestamp when this record was created.
OrganizationColumnPreferences,updatedAt,Timestamp when this record was last modified.
OrganizationFiles,fileId,Unique numeric primary key for organization file record.
OrganizationFiles,leadOrganizationId,Numeric identifier of the organization this file belongs to.
OrganizationFiles,fileName,Original name of the file.
OrganizationFiles,fileDisplayName,Display name shown to users for this file, can be NULL.
OrganizationFiles,filePath,Storage path or URL where the file is located.
OrganizationFiles,fileSize,Size of the file in bytes.
OrganizationFiles,mimeType,MIME type of the file.
OrganizationFiles,fileExtension,"File extension such as .pdf or .docx, can be NULL."
OrganizationFiles,fileCategory,"Enum value categorizing the file type, such as document, image, video, audio, spreadsheet, presentation, archive, contract, brochure, or other, defaults to 'document'."
OrganizationFiles,description,Text description of the file content, can be NULL.
OrganizationFiles,tags,Longtext field storing tags associated with the file, can be NULL.
OrganizationFiles,isPublic,Boolean flag whether the file is publicly accessible, defaults to 0.
OrganizationFiles,uploadedBy,Numeric identifier of the user who uploaded this file.
OrganizationFiles,lastAccessedAt,Timestamp when the file was last accessed, can be NULL.
OrganizationFiles,downloadCount,Numeric count of downloads, defaults to 0.
OrganizationFiles,version,Numeric version number of this file, defaults to 1.
OrganizationFiles,previousVersionId,Numeric identifier of the previous version, can be NULL.
OrganizationFiles,isActive,Boolean flag whether this file record is active, defaults to 1.
OrganizationFiles,masterUserID,Numeric identifier of the user who owns this file record.
OrganizationFiles,createdAt,Timestamp when this record was created, can be NULL.
OrganizationFiles,updatedAt,Timestamp when this record was last modified, can be NULL.
OrganizationNotes,noteId,Unique numeric primary key for organization note record.
OrganizationNotes,leadOrganizationId,Numeric identifier of the organization this note belongs to.
OrganizationNotes,masterUserID,Numeric identifier of the user who owns this note.
OrganizationNotes,content,Longtext content of the note.
OrganizationNotes,createdBy,Numeric identifier of the user who created this note.
OrganizationNotes,createdAt,Timestamp when this record was created.
OrganizationNotes,updatedAt,Timestamp when this record was last modified.
Organizations,organizationId,Unique numeric primary key for organization type.
Organizations,organization_desc,Description or name of the organization type.
Organizations,createdBy,Name of the user who created this record.
Organizations,createdById,Numeric identifier of the user who created this record.
Organizations,mode,String indicating operation mode context, can be NULL.
Organizations,creationDate,Timestamp when this organization type was created.
Organizations,createdAt,Timestamp when this record was created.
Organizations,updatedAt,Timestamp when this record was last modified.
OrganizationSidebarPreferences,id,Unique numeric primary key.
OrganizationSidebarPreferences,masterUserID,Numeric identifier of the user who owns these sidebar preferences.
OrganizationSidebarPreferences,sidebarSections,Longtext field storing sidebar section layout configuration.
OrganizationSidebarPreferences,createdAt,Timestamp when this record was created, can be NULL.
OrganizationSidebarPreferences,updatedAt,Timestamp when this record was last modified, can be NULL.
PermissionSets,permissionSetId,Unique numeric primary key for permission set.
PermissionSets,permissions,Longtext field storing permission definitions, can be NULL.
PermissionSets,name,Name of the permission set.
PermissionSets,groupName,Group name for organizing permission sets, can be NULL.
PermissionSets,description,Description of the permission set, can be NULL.
PermissionSets,createdAt,Timestamp when this record was created.
PermissionSets,updatedAt,Timestamp when this record was last modified.
PersonColumnPreferences,id,Unique numeric primary key.
PersonColumnPreferences,masterUserID,Numeric user identifier who owns these column preferences, can be NULL.
PersonColumnPreferences,columns,Longtext field storing column visibility and display order preferences.
PersonColumnPreferences,createdAt,Timestamp when this record was created.
PersonColumnPreferences,updatedAt,Timestamp when this record was last modified.
PersonFiles,fileId,Unique numeric primary key for person file record.
PersonFiles,personId,Numeric identifier of the person this file belongs to.
PersonFiles,fileName,Original name of the file.
PersonFiles,fileDisplayName,Display name shown to users for this file, can be NULL.
PersonFiles,filePath,Storage path or URL where the file is located.
PersonFiles,fileSize,Size of the file in bytes.
PersonFiles,mimeType,MIME type of the file.
PersonFiles,fileExtension,"File extension such as .pdf or .docx, can be NULL."
PersonFiles,fileCategory,"Enum value categorizing the file type, such as document, image, video, audio, spreadsheet, presentation, archive, contract, resume, or other, defaults to 'document'."
PersonFiles,description,Text description of the file content, can be NULL.
PersonFiles,tags,Longtext field storing tags associated with the file, can be NULL.
PersonFiles,isPublic,Boolean flag whether the file is publicly accessible, defaults to 0.
PersonFiles,uploadedBy,Numeric identifier of the user who uploaded this file.
PersonFiles,lastAccessedAt,Timestamp when the file was last accessed, can be NULL.
PersonFiles,downloadCount,Numeric count of downloads, defaults to 0.
PersonFiles,version,Numeric version number of this file, defaults to 1.
PersonFiles,previousVersionId,Numeric identifier of the previous version, can be NULL.
PersonFiles,isActive,Boolean flag whether this file record is active, defaults to 1.
PersonFiles,masterUserID,Numeric identifier of the user who owns this file record.
PersonFiles,createdAt,Timestamp when this record was created, can be NULL.
PersonFiles,updatedAt,Timestamp when this record was last modified, can be NULL.
PersonNotes,noteId,Unique numeric primary key for person note record.
PersonNotes,personId,Numeric identifier of the person this note belongs to.
PersonNotes,masterUserID,Numeric identifier of the user who owns this note.
PersonNotes,content,Longtext content of the note.
PersonNotes,createdBy,Numeric identifier of the user who created this note.
PersonNotes,createdAt,Timestamp when this record was created.
PersonNotes,updatedAt,Timestamp when this record was last modified.
PersonSidebarPreferences,id,Unique numeric primary key.
PersonSidebarPreferences,masterUserID,Numeric identifier of the user who owns these sidebar preferences.
PersonSidebarPreferences,sidebarSections,Longtext field storing sidebar section layout configuration.
PersonSidebarPreferences,createdAt,Timestamp when this record was created, can be NULL.
PersonSidebarPreferences,updatedAt,Timestamp when this record was last modified, can be NULL.
Pipelines,pipelineId,Unique numeric primary key for sales pipeline.
Pipelines,pipelineName,Name of the pipeline.
Pipelines,description,Text description of the pipeline, can be NULL.
Pipelines,isDefault,Boolean flag whether this is the default pipeline, defaults to 0.
Pipelines,isActive,Boolean flag whether this pipeline is active, defaults to 1.
Pipelines,color,Color code for the pipeline, defaults to '#007BFF'.
Pipelines,displayOrder,Numeric order for displaying this pipeline, defaults to 0.
Pipelines,masterUserID,Numeric identifier of the user who owns this pipeline.
Pipelines,createdBy,Numeric identifier of the user who created this pipeline.
Pipelines,updatedBy,Numeric identifier of the user who last updated this pipeline, can be NULL.
Pipelines,createdAt,Timestamp when this record was created.
Pipelines,updatedAt,Timestamp when this record was last modified.
PipelineStages,stageId,Unique numeric primary key for pipeline stage.
PipelineStages,pipelineId,Numeric identifier of the pipeline this stage belongs to.
PipelineStages,stageName,Name of the stage.
PipelineStages,stageOrder,Numeric order of this stage within the pipeline, defaults to 0.
PipelineStages,probability,Decimal probability percentage of closing at this stage, defaults to 0.00.
PipelineStages,dealRottenDays,Numeric days after which a deal becomes rotten in this stage, can be NULL.
PipelineStages,color,Color code for the stage, defaults to '#28A745'.
PipelineStages,isActive,Boolean flag whether this stage is active, defaults to 1.
PipelineStages,masterUserID,Numeric identifier of the user who owns this stage.
PipelineStages,createdBy,Numeric identifier of the user who created this stage.
PipelineStages,updatedBy,Numeric identifier of the user who last updated this stage, can be NULL.
PipelineStages,createdAt,Timestamp when this record was created.
PipelineStages,updatedAt,Timestamp when this record was last modified.
PipelineVisibilityRules,ruleId,Unique numeric primary key for pipeline visibility rule.
PipelineVisibilityRules,groupId,Numeric identifier of the group this rule applies to.
PipelineVisibilityRules,pipelineId,Numeric identifier of the pipeline this rule applies to.
PipelineVisibilityRules,masterUserID,Numeric identifier of the user who owns this rule.
PipelineVisibilityRules,canView,Boolean flag whether the group can view this pipeline, defaults to 1.
PipelineVisibilityRules,canEdit,Boolean flag whether the group can edit this pipeline, defaults to 0.
PipelineVisibilityRules,canDelete,Boolean flag whether the group can delete this pipeline, defaults to 0.
PipelineVisibilityRules,canCreateDeals,Boolean flag whether the group can create deals in this pipeline, defaults to 1.
PipelineVisibilityRules,isActive,Boolean flag whether this rule is active, defaults to 1.
PipelineVisibilityRules,createdBy,Numeric identifier of the user who created this rule.
PipelineVisibilityRules,updatedBy,Numeric identifier of the user who last updated this rule, can be NULL.
PipelineVisibilityRules,createdAt,Timestamp when this record was created.
PipelineVisibilityRules,updatedAt,Timestamp when this record was last modified.
ProductColumns,id,Unique numeric primary key.
ProductColumns,masterUserID,Numeric user identifier who owns these column preferences, can be NULL.
ProductColumns,columns,Longtext field storing column visibility and display order preferences.
ProductColumns,createdAt,Timestamp when this record was created.
ProductColumns,updatedAt,Timestamp when this record was last modified.
Products,productId,Unique numeric primary key for product.
Products,name,Name of the product.
Products,code,"Product code or SKU, can be NULL."
Products,description,Text description of the product, can be NULL.
Products,category,Category of the product, can be NULL.
Products,unit,Unit of measurement for the product, can be NULL.
Products,prices,Longtext field storing price information, can be NULL.
Products,cost,Decimal cost of the product, can be NULL.
Products,costCurrency,Currency code for the cost, defaults to 'INR'.
Products,billingFrequency,"Enum value for billing frequency: one-time, weekly, monthly, quarterly, semi-annually, annually, or custom, defaults to 'one-time'."
Products,billingFrequencyCustom,Numeric custom billing frequency in days, can be NULL.
Products,taxType,"Enum value for tax treatment: tax-exclusive, tax-inclusive, or no-tax, defaults to 'tax-exclusive'."
Products,taxPercentage,Decimal tax percentage, defaults to 0.00.
Products,discountType,"Enum value for discount type: percentage or fixed, can be NULL."
Products,discountValue,Decimal discount value, can be NULL.
Products,hasVariations,Boolean flag whether this product has variations, defaults to 0.
Products,isActive,Boolean flag whether this product is active, defaults to 1.
Products,visibilityGroup,Name of visibility group for this product, can be NULL.
Products,ownerId,Numeric identifier of the user who owns this product.
Products,companyId,Numeric identifier of the company, can be NULL.
Products,imageUrl,URL to product image, can be NULL.
Products,metadata,Longtext field storing additional product metadata, can be NULL.
Products,createdAt,Timestamp when this record was created.
Products,updatedAt,Timestamp when this record was last modified.
ProductVariations,variationId,Unique numeric primary key for product variation.
ProductVariations,productId,Numeric identifier of the parent product.
ProductVariations,name,Name of the variation.
ProductVariations,sku,"Stock keeping unit code for this variation, can be NULL."
ProductVariations,description,Text description of the variation, can be NULL.
ProductVariations,prices,Longtext field storing price information for this variation, can be NULL.
ProductVariations,cost,Decimal cost of this variation, can be NULL.
ProductVariations,attributes,Longtext field storing variation attributes, can be NULL.
ProductVariations,sortOrder,Numeric order for displaying this variation, defaults to 0.
ProductVariations,isActive,Boolean flag whether this variation is active, defaults to 1.
ProductVariations,createdAt,Timestamp when this record was created.
ProductVariations,updatedAt,Timestamp when this record was last modified.
Programs,programId,Unique numeric primary key for program.
Programs,program_desc,Description or name of the program.
Programs,createdBy,Name of the user who created this record.
Programs,createdById,Numeric identifier of the user who created this record.
Programs,mode,String indicating operation mode context, can be NULL.
Programs,creationDate,Timestamp when this program was created.
Programs,createdAt,Timestamp when this record was created.
Programs,updatedAt,Timestamp when this record was last modified.
PushSubscriptions,subscriptionId,Unique numeric primary key for push subscription.
PushSubscriptions,userId,Numeric identifier of the user who owns this subscription.
PushSubscriptions,endpoint,Text field storing the push notification endpoint URL.
PushSubscriptions,keys,Longtext field storing encryption keys for push notifications.
PushSubscriptions,deviceInfo,Longtext field storing device information, can be NULL.
PushSubscriptions,isActive,Boolean flag whether this subscription is active, defaults to 1.
PushSubscriptions,lastUsed,Timestamp when this subscription was last used, can be NULL.
PushSubscriptions,expiresAt,Timestamp when this subscription expires, can be NULL.
PushSubscriptions,createdAt,Timestamp when this record was created.
PushSubscriptions,updatedAt,Timestamp when this record was last modified.
RecentLoginHistories,id,Unique numeric primary key.
RecentLoginHistories,userId,Numeric identifier of the user who logged in.
RecentLoginHistories,loginTime,Timestamp when the login occurred, can be NULL.
RecentLoginHistories,ipAddress,IP address of the login request, can be NULL.
RecentLoginHistories,longitude,Longitude coordinate of the login location, can be NULL.
RecentLoginHistories,latitude,Latitude coordinate of the login location, can be NULL.
RecentLoginHistories,loginType,"Enum value indicating user type: admin, general, or master."
RecentLoginHistories,logoutTime,Timestamp when the user logged out, can be NULL.
RecentLoginHistories,duration,String representation of session duration, can be NULL.
RecentLoginHistories,username,Username of the user who logged in, can be NULL.
RecentLoginHistories,totalSessionDuration,String representation of total session time, can be NULL.
RecentLoginHistories,createdAt,Timestamp when this record was created.
RecentLoginHistories,updatedAt,Timestamp when this record was last modified.
RecentSearches,id,Unique numeric primary key.
RecentSearches,searchTerm,Search term text.
RecentSearches,searchTypes,Longtext field storing search type filters, can be NULL.
RecentSearches,resultsCount,Numeric count of search results, defaults to 0.
RecentSearches,searchResults,Text field storing search result data, can be NULL.
RecentSearches,masterUserID,Numeric identifier of the user who performed the search.
RecentSearches,searchedAt,Timestamp when the search was performed, can be NULL.
RecentSearches,isRecentlyViewed,Boolean flag indicating whether this is a recently viewed item, defaults to 0.
RecentSearches,entityType,Type of entity that was viewed, can be NULL.
RecentSearches,entityId,Numeric identifier of the viewed entity.
RecentSearches,createdAt,Timestamp when this record was created.
RecentSearches,updatedAt,Timestamp when this record was last modified.
RefreshTokens,tokenId,Unique numeric primary key for refresh token.
RefreshTokens,masterUserID,Numeric identifier of the user who owns this token.
RefreshTokens,tokenHash,Hashed value of the refresh token.
RefreshTokens,expiresAt,Timestamp when this token expires.
RefreshTokens,deviceInfo,Device information associated with this token, can be NULL.
RefreshTokens,ipAddress,IP address associated with this token, can be NULL.
RefreshTokens,userAgent,User agent string of the device, can be NULL.
RefreshTokens,isRevoked,Boolean flag whether this token has been revoked, defaults to 0.
RefreshTokens,createdAt,Timestamp when this record was created, can be NULL.
RefreshTokens,lastUsedAt,Timestamp when this token was last used, can be NULL.
Regions,regionID,Unique numeric primary key for region.
Regions,region_desc,Description or name of the region.
Regions,countryId,Numeric identifier of the country this region belongs to.
Regions,createdBy,Name of the user who created this record.
Regions,createdById,Numeric identifier of the user who created this record.
Regions,mode,String indicating operation mode context, can be NULL.
Regions,creationDate,Timestamp when this region was created.
Regions,createdAt,Timestamp when this record was created.
Regions,updatedAt,Timestamp when this record was last modified.
ReportFolders,reportFolderId,Unique numeric primary key for report folder.
ReportFolders,name,Name of the folder.
ReportFolders,ownerId,Numeric identifier of the user who owns this folder.
ReportFolders,createdAt,Timestamp when this record was created.
ReportFolders,updatedAt,Timestamp when this record was last modified.
Reports,reportId,Unique numeric primary key for report.
Reports,dashboardIds,String listing dashboard IDs this report belongs to, can be NULL.
Reports,name,Name of the report, defaults to 'Untitled Report'.
Reports,entity,Entity type the report is based on.
Reports,type,Type of the report.
Reports,config,Longtext field storing report configuration, can be NULL.
Reports,position,Numeric position for display order, defaults to 0.
Reports,description,Text description of the report, can be NULL.
Reports,folderId,Numeric identifier of the folder containing this report, can be NULL.
Reports,ownerId,Numeric identifier of the user who owns this report.
Reports,graphtype,Type of graph or chart to display, defaults to 'bar'.
Reports,colors,Longtext field storing color configuration, can be NULL.
Reports,isActive,Boolean flag whether this report is active, defaults to 1.
Reports,createdAt,Timestamp when this record was created.
Reports,updatedAt,Timestamp when this record was last modified.
Reports,dashboardId,Numeric identifier of associated dashboard, can be NULL.
SchedulingLinks,linkId,Unique numeric primary key for scheduling link.
SchedulingLinks,masterUserID,Numeric identifier of the user who owns this link.
SchedulingLinks,uniqueToken,Unique token identifier for the scheduling link.
SchedulingLinks,title,Title of the scheduling link, defaults to 'Schedule a Meeting'.
SchedulingLinks,description,Text description of the meeting type, can be NULL.
SchedulingLinks,durationMinutes,Numeric duration of the meeting in minutes, defaults to 30.
SchedulingLinks,timezone,Timezone for scheduling, defaults to 'UTC'.
SchedulingLinks,bufferTimeBefore,Numeric buffer minutes before the meeting, defaults to 0.
SchedulingLinks,bufferTimeAfter,Numeric buffer minutes after the meeting, defaults to 0.
SchedulingLinks,advanceBookingDays,Numeric days in advance allowed for booking, defaults to 30.
SchedulingLinks,workingHours,Text field storing available working hours, can be NULL.
SchedulingLinks,meetingLocation,"Location or meeting URL, can be NULL."
SchedulingLinks,requireEmail,Boolean flag whether email is required from booker, defaults to 1.
SchedulingLinks,requireName,Boolean flag whether name is required from booker, defaults to 1.
SchedulingLinks,requirePhone,Boolean flag whether phone number is required, defaults to 0.
SchedulingLinks,customFields,Text field storing custom field definitions, can be NULL.
SchedulingLinks,autoConfirm,Boolean flag whether to auto-confirm bookings, defaults to 1.
SchedulingLinks,sendReminderEmail,Boolean flag whether to send reminder emails, defaults to 1.
SchedulingLinks,isActive,Boolean flag whether this scheduling link is active, defaults to 1.
SchedulingLinks,bookingCount,Numeric count of bookings made using this link, defaults to 0.
SchedulingLinks,lastUsedAt,Timestamp when this link was last used, can be NULL.
SchedulingLinks,createdAt,Timestamp when this record was created.
SchedulingLinks,updatedAt,Timestamp when this record was last modified.
Scopes,scopeId,Unique numeric primary key for scope.
Scopes,scope_desc,Description or name of the scope.
Scopes,createdBy,Name of the user who created this record.
Scopes,createdById,Numeric identifier of the user who created this record.
Scopes,mode,String indicating operation mode context, can be NULL.
Scopes,creationDate,Timestamp when this scope was created.
Scopes,createdAt,Timestamp when this record was created.
Scopes,updatedAt,Timestamp when this record was last modified.
Sectoralscopes,sectoralscopeId,Unique numeric primary key for sectoral scope.
Sectoralscopes,sectoralscope_desc,Description or name of the sectoral scope.
Sectoralscopes,createdBy,Name of the user who created this record.
Sectoralscopes,createdById,Numeric identifier of the user who created this record.
Sectoralscopes,mode,String indicating operation mode context, can be NULL.
Sectoralscopes,creationDate,Timestamp when this sectoral scope was created.
Sectoralscopes,createdAt,Timestamp when this record was created.
Sectoralscopes,updatedAt,Timestamp when this record was last modified.
StartupQuestions,id,Unique numeric primary key for startup questions response.
StartupQuestions,masterUserID,Numeric identifier of the user who answered these questions.
StartupQuestions,jobTitle,Job title of the user.
StartupQuestions,useCrmBefore,Whether the user has used a CRM before.
StartupQuestions,companySize,Size of the user's company.
StartupQuestions,industry,Industry sector of the user's company.
StartupQuestions,companyName,Name of the user's company.
StartupQuestions,totalEmployees,Total number of employees in the company.
StartupQuestions,focus,Primary focus or use case for the CRM.
StartupQuestions,createdAt,Timestamp when this record was created.
StartupQuestions,updatedAt,Timestamp when this record was last modified.
Statuses,statusId,Unique numeric primary key for status.
Statuses,status_desc,Description or name of the status.
Statuses,createdBy,Name of the user who created this record.
Statuses,createdById,Numeric identifier of the user who created this record.
Statuses,mode,String indicating operation mode context, can be NULL.
Statuses,creationDate,Timestamp when this status was created.
Statuses,createdAt,Timestamp when this record was created.
Statuses,updatedAt,Timestamp when this record was last modified.
TagMaps,id,Unique numeric primary key for tag mapping.
TagMaps,tag_id,Numeric identifier of the tag.
TagMaps,entity_type,"Enum value indicating entity type: deal or lead."
TagMaps,entity_id,Numeric identifier of the tagged entity.
TagMaps,created_at,Timestamp when this record was created.
Templates,templateID,Unique numeric primary key for email template.
Templates,name,Name of the template.
Templates,subject,Subject line of the template.
Templates,content,Text content of the template.
Templates,isShared,Boolean flag whether this template is shared with others, defaults to 0.
Templates,masterUserID,Numeric identifier of the user who owns this template.
Templates,createdAt,Timestamp when this record was created.
Templates,updatedAt,Timestamp when this record was last modified.
UserCredentials,id,Unique numeric primary key for user credentials.
UserCredentials,masterUserID,Numeric identifier of the user who owns these credentials.
UserCredentials,email,Email address for the email account, can be NULL.
UserCredentials,appPassword,Application password for the email account, can be NULL.
UserCredentials,syncStartDate,Start date for email sync, can be NULL.
UserCredentials,syncFolders,Longtext field specifying which folders to sync, can be NULL.
UserCredentials,syncAllFolders,Boolean flag whether to sync all folders, defaults to 1.
UserCredentials,isTrackOpenEmail,Boolean flag whether to track email opens, defaults to 1.
UserCredentials,isTrackClickEmail,Boolean flag whether to track email clicks, defaults to 1.
UserCredentials,signature,Text field storing email signature, can be NULL.
UserCredentials,signatureName,Name of the signature, can be NULL.
UserCredentials,signatureImage,Text field storing signature image data, can be NULL.
UserCredentials,smartBcc,BCC email address for smart tracking, can be NULL.
UserCredentials,blockedEmail,Longtext field storing blocked email addresses, can be NULL.
UserCredentials,provider,Email provider name, defaults to 'gmail'.
UserCredentials,imapHost,IMAP server hostname, can be NULL.
UserCredentials,imapPort,IMAP server port number, can be NULL.
UserCredentials,imapTLS,Boolean flag whether to use TLS for IMAP, can be NULL.
UserCredentials,smtpHost,SMTP server hostname, can be NULL.
UserCredentials,smtpPort,SMTP server port number, can be NULL.
UserCredentials,smtpSecure,Boolean flag whether to use secure connection for SMTP, can be NULL.
UserCredentials,createdAt,Timestamp when this record was created.
UserCredentials,updatedAt,Timestamp when this record was last modified.
UserFavorites,favoriteId,Unique numeric primary key for user favorite.
UserFavorites,userId,Numeric identifier of the user who marked the favorite.
UserFavorites,favoriteUserId,Numeric identifier of the user who is marked as favorite.
UserFavorites,nickname,Nickname for the favorite user, can be NULL.
UserFavorites,isActive,Boolean flag whether this favorite is active, defaults to 1.
UserFavorites,createdAt,Timestamp when this record was created.
UserFavorites,updatedAt,Timestamp when this record was last modified.
UserGoogleTokens,id,Unique numeric primary key for Google token.
UserGoogleTokens,userId,Numeric identifier of the user who owns this token.
UserGoogleTokens,accessToken,Text field storing Google access token, can be NULL.
UserGoogleTokens,refreshToken,Text field storing Google refresh token, can be NULL.
UserGoogleTokens,expiryDate,Timestamp when the access token expires, can be NULL.
UserGoogleTokens,createdAt,Timestamp when this record was created.
UserGoogleTokens,updatedAt,Timestamp when this record was last modified.
UserInterfacePreferences,preferenceId,Unique numeric primary key for UI preferences.
UserInterfacePreferences,masterUserID,Numeric identifier of the user who owns these preferences.
UserInterfacePreferences,showAddActivityModalAfterWinning,Boolean flag whether to show add activity modal after winning a deal, defaults to 1.
UserInterfacePreferences,openDetailsViewAfterCreating,Boolean flag whether to open details view after creating an entity, defaults to 0.
UserInterfacePreferences,openDetailsViewForLeadDeal,Boolean flag whether to open details view for lead or deal, defaults to 0.
UserInterfacePreferences,openDetailsViewForPerson,Boolean flag whether to open details view for person, defaults to 0.
UserInterfacePreferences,openDetailsViewForOrganization,Boolean flag whether to open details view for organization, defaults to 0.
UserInterfacePreferences,automaticAddLeadDealTitle,Boolean flag whether to automatically add lead deal title.
UserInterfacePreferences,sidebarMenuOrder,Order of sidebar menu items.
UserInterfacePreferences,graphSummaryColumns,Configuration for graph summary columns.
